OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
571,DOD,USA,JB Lewis McChord,Gray AAF 9,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 9,Surface,400' AGL,PIERCE,4.24010618189641e-05,0.0445056282186795
572,DOD,USA,JB Lewis McChord,Gray AAF 10,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 10,Surface,400' AGL,PIERCE,3.50871232512873e-07,0.01083501191308
573,DOD,USA,JB Lewis McChord,Gray AAF 11,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 11,Surface,400' AGL,PIERCE,6.74190459903912e-06,0.0191413078319827
574,DOD,USA,JB Lewis McChord,Gray AAF 12,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 12,Surface,400' AGL,PIERCE,6.54468067295966e-06,0.0166258686747973
575,DOD,USA,JB Lewis McChord,Gray AAF 13,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 13,Surface,400' AGL,PIERCE,0.000219350374663918,0.107881276752435
576,DOD,USA,JB Lewis McChord,Gray AAF 15,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 15,Surface,400' AGL,PIERCE,0.000221323668483819,0.0787296826215747
577,DOD,USA,JB Lewis McChord,Gray AAF 16,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 16,Surface,400' AGL,PIERCE,0.00475450624981022,0.355909141605888
578,DOD,USA,JB Lewis McChord,Gray AAF 17,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 17,Surface,400' AGL,PIERCE,0.026451625041318,1.16871538420794
579,DOD,USA,JB Lewis McChord,Gray AAF 18,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 18,Surface,400' AGL,PIERCE,1.02310377769754e-06,0.00571269807096218
580,DOD,USA,JB Lewis McChord,Gray AAF 19,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 19,Surface,400' AGL,PIERCE,0.00308783362561371,0.268864945411845
581,DOD,USA,JB Lewis McChord,Gray AAF 20,D,NATIONAL SECURITY,WA,LTC Bridenback / 425-227-2955  Emergency: 253-967-0015 / 253-982-0015,20170627-DOD-JB Lewis McChordGray AAF 20,Surface,400' AGL,PIERCE,6.79270856380754e-05,0.0401495435073265
582,DOD,USA,Fort Drum,Wheeler-Sack AAF 3,D,NATIONAL SECURITY,NY,LTC Lewis / 404-305-6916  Emergency: MOC 315-772-3632 / 8620,20170627-DOD-Fort DrumWheeler-Sack AAF 3,Surface,400' AGL,JEFFERSON,0.000341637794690541,0.0881989832579146
583,DOD,USA,Fort Drum,Wheeler-Sack AAF 4,D,NATIONAL SECURITY,NY,LTC Lewis / 404-305-6916  Emergency: MOC 315-772-3632 / 8620,20170627-DOD-Fort DrumWheeler-Sack AAF 4,Surface,400' AGL,JEFFERSON,0.0485016746849851,1.61342430752595
584,DOD,USA,Fort George G Meade,Ft. Meade 5, ,NATIONAL SECURITY,MD,LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369,20170627-DOD-Fort George G MeadeFt. Meade 5,Surface,400' AGL,ANNE ARUNDEL,1.09013785731804e-06,0.0170015917239145
585,DOD,USA,Fort George G Meade,Ft. Meade 9, ,NATIONAL SECURITY,MD,LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369,20170627-DOD-Fort George G MeadeFt. Meade 9,Surface,400' AGL,ANNE ARUNDEL,2.33374919389462e-05,0.039411551234506
586,DOD,USA,Fort George G Meade,Ft. Meade 10, ,NATIONAL SECURITY,MD,LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369,20170627-DOD-Fort George G MeadeFt. Meade 10,Surface,400' AGL,ANNE ARUNDEL,5.4331701448973e-05,0.029764182563317
587,DOD,USA,Fort George G Meade,Ft. Meade 12, ,NATIONAL SECURITY,MD,LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369,20170627-DOD-Fort George G MeadeFt. Meade 12,Surface,400' AGL,ANNE ARUNDEL,0.00180590442460016,0.207183385292639
588,DOD,USA,Camp Guernsey,Guernsey AAF 1,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 1,Surface,400' AGL,PLATTE,0.000206515261197637,0.0673656137827111
589,DOD,USA,Camp Guernsey,Guernsey AAF 2,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 2,Surface,400' AGL,PLATTE,2.35382649407256e-05,0.0193127840250519
590,DOD,USA,Camp Guernsey,Guernsey AAF 3,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 3,Surface,400' AGL,PLATTE,4.87782835989492e-06,0.0112739772012861
591,DOD,USA,Camp Guernsey,Guernsey AAF 4,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 4,Surface,400' AGL,PLATTE,2.85481264654663e-05,0.0379214056737574
592,DOD,USA,Camp Guernsey,Guernsey AAF 5,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 5,Surface,400' AGL,PLATTE,0.0116804143567606,0.715741762857868
593,DOD,USA,Camp Guernsey,Guernsey AAF 6,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 6,Surface,400' AGL,PLATTE,1.27340690596611e-05,0.0144328426840702
594,DOD,USA,Camp Guernsey,Guernsey AAF 7,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 7,Surface,400' AGL,PLATTE,1.14327149276505e-05,0.0135830737024934
595,DOD,USA,Camp Guernsey,Guernsey AAF 8,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 8,Surface,400' AGL,PLATTE,1.27343882923014e-05,0.0144330707072808
596,DOD,USA,Camp Guernsey,Guernsey AAF 9,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 9,Surface,400' AGL,PLATTE,1.21670705084398e-05,0.014074109408252
597,DOD,USA,Camp Guernsey,Guernsey AAF 10,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 10,Surface,400' AGL,PLATTE,4.27724289693288e-05,0.0313155441903888
598,DOD,USA,Camp Guernsey,Guernsey AAF 11,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 11,Surface,400' AGL,PLATTE,1.41938435263e-05,0.0151162805208139
599,DOD,USA,Camp Guernsey,Guernsey AAF 12,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 12,Surface,400' AGL,PLATTE,2.83856024907436e-05,0.0246295977199585
600,DOD,USA,Camp Guernsey,Guernsey AAF 13,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 13,Surface,400' AGL,PLATTE,1.27435196191072e-05,0.0144389204270924
601,DOD,USA,Camp Guernsey,Guernsey AAF 14,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 14,Surface,400' AGL,PLATTE,0.0151925960230983,1.11133716113749
602,DOD,USA,Camp Guernsey,Guernsey AAF 15,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 15,Surface,400' AGL,PLATTE,0.000267528797394334,0.0661813356107316
603,DOD,USA,Camp Guernsey,Guernsey AAF 16,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 16,Surface,400' AGL,PLATTE,0.000196291774045676,0.0661927845963165
604,DOD,USA,Camp Guernsey,Guernsey AAF 17,D,NATIONAL SECURITY,WY,LTC Hahn / 817-222-5921  Emergency: 307-836-7730,20170627-DOD-Camp GuernseyGuernsey AAF 17,Surface,400' AGL,PLATTE,0.000269866576672939,0.066493822565887
605,DOD,USA,Fort Leavenworth,Sherman AAF, ,NATIONAL SECURITY,KS,"John McCoy, 913-684-6040   Emergency: Emergency Operations Center, 913-684-4448",20170627-DOD-Fort LeavenworthSherman AAF,Surface,400' AGL,LEAVENWORTH,0.00241588745279842,0.261214995198273
606,DOD,USA,West Point Mil Reservation,West Point Military Academy 3,,NATIONAL SECURITY,NY,LTC Lewis / 404-305-6916   Emergency:  845-938-2022 / 3333,20170628-DOD-West Point Mil ReservationWest Point Military Academy 3,Surface,400' AGL,ORANGE,0.00663419618308581,0.827066040881363
607,DOD,USN,NAS Fallon 1, ,D,NATIONAL SECURITY,NV,"Lt Ryan Pipkin, ATC, 775-426-2464, Ryan.b.pipkin@navy.mil (CDO 775-848-5731)-contact CDO after working hours",20170626-DOD-NAS Fallon 1,Surface,400' AGL,CHURCHILL,0.00360385252815831,0.375094860137047
608,DOD,USN,NAS Fallon 2, ,D,NATIONAL SECURITY,NV,"Lt Ryan Pipkin, ATC, 775-426-2464, Ryan.b.pipkin@navy.mil (CDO 775-848-5731)-contact CDO after working hours",20170626-DOD-NAS Fallon 2,Surface,400' AGL,CHURCHILL,8.37219431559788e-07,0.00974181018510414
609,DOD,USN,NSB New London 1, , ,NATIONAL SECURITY,CT,Command Duty Officer (860) 625-9644,20170626-DOD-NSB New London 1,Surface,400' AGL,NEW LONDON,0.000259573306720995,0.0933326724891935
610,DOD,USN,NSB New London 2, , ,NATIONAL SECURITY,CT,Command Duty Officer (860) 625-9644,20170626-DOD-NSB New London 2,Surface,400' AGL,NEW LONDON,5.80116670789721e-06,0.0130435691826967
611,DOD,USN,Portsmouth Naval Ship Yard (Kittery) 1, , ,NATIONAL SECURITY,ME,"Shipyard Duty Officer, (207) 451-3405 ",20170626-DOD-Portsmouth Naval Ship Yard (Kittery) 1,Surface,400' AGL,YORK,0.000125399749322241,0.083893696947
612,DOD,USN,Portsmouth Naval Ship Yard (Kittery) 2, , ,NATIONAL SECURITY,ME,"Shipyard Duty Officer, (207) 451-3405 ",20170626-DOD-Portsmouth Naval Ship Yard (Kittery) 2,Surface,400' AGL,YORK,9.61178557190578e-07,0.00515968958839434
613,DOD,USN,Portsmouth Naval Ship Yard (Kittery) 3, , ,NATIONAL SECURITY,ME,"Shipyard Duty Officer, (207) 451-3405 ",20170626-DOD-Portsmouth Naval Ship Yard (Kittery) 3,Surface,400' AGL,YORK,1.04109562926169e-06,0.00538386819171428
614,DOD,USN,NSA Mechanicsburg, , ,NATIONAL SECURITY,PA,Command Duty Officer (717) 605-5215,20170626-DOD-NSA Mechanicsburg,Surface,400' AGL,CUMBERLAND,0.000336429430944918,0.103914027728892
615,DOD,USN,Naval Ship Yard Philly 1, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 1,Surface,400' AGL,PHILADELPHIA,6.80739049130352e-06,0.0111197336153623
616,DOD,USN,Naval Ship Yard Philly 2, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 2,Surface,400' AGL,PHILADELPHIA,9.18871091926121e-06,0.0123150166322263
617,DOD,USN,Naval Ship Yard Philly 3, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 3,Surface,400' AGL,PHILADELPHIA,4.43129374616547e-06,0.00881623921267798
618,DOD,USN,Naval Ship Yard Philly 4, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 4,Surface,400' AGL,PHILADELPHIA,2.47667549047037e-06,0.00661884026023422
619,DOD,USN,Naval Ship Yard Philly 5, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 5,Surface,400' AGL,PHILADELPHIA,7.91880870565365e-06,0.0122780229136133
620,DOD,USN,Naval Ship Yard Philly 6, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 6,Surface,400' AGL,PHILADELPHIA,2.49416075348563e-06,0.00658470895810476
621,DOD,USN,Naval Ship Yard Philly 7, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 7,Surface,400' AGL,PHILADELPHIA,2.87394527731522e-06,0.0081797699819353
622,DOD,USN,Naval Ship Yard Philly 8, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 8,Surface,400' AGL,PHILADELPHIA,7.44337974083464e-05,0.0489336007725214
623,DOD,USN,Naval Ship Yard Philly 9, , ,NATIONAL SECURITY,PA,Command Duty Office (215) 551-0251,20170626-DOD-Naval Ship Yard Philly 9,Surface,400' AGL,PHILADELPHIA,1.74589263224334e-06,0.00707726434918256
624,DOD,USN,NWS Earle 1, , ,NATIONAL SECURITY,NJ,Command Duty Officer (732) 558-3362,20170626-DOD-NWS Earle 1,Surface,400' AGL,MONMOUTH,0.00190700875486982,0.203949098314102
625,DOD,USN,NWS Earle 2, , ,NATIONAL SECURITY,NJ,Command Duty Officer (732) 558-3362,20170626-DOD-NWS Earle 2,Surface,400' AGL,MONMOUTH,0.000668651174009938,0.109444855891121
626,DOD,USN,NWS Earle 3, , ,NATIONAL SECURITY,NJ,Command Duty Officer (732) 558-3362,20170626-DOD-NWS Earle 3,Surface,400' AGL,MONMOUTH,0.00212886469194018,0.579644946044629
627,DOD,USN,NWS Earle 4, , ,NATIONAL SECURITY,NJ,Command Duty Officer (732) 558-3362,20170626-DOD-NWS Earle 4,Surface,400' AGL,MONMOUTH,4.22766640895134e-05,0.0437441566920138
628,DOD,USN,NSA Mechanicsburg DET Philadelphia, , ,NATIONAL SECURITY,PA,Command Duty Officer (215) 439-8575,20170626-DOD-NSA Mechanicsburg DET Philadelphia,Surface,400' AGL,PHILADELPHIA,5.76016193463147e-05,0.035285194028225
629,DOD,USN,SEAFAC Ketchikan, , ,NATIONAL SECURITY,AK,Base Opeartor (907) 247-6289,20170626-DOD-SEAFAC Ketchikan,Surface,400' AGL,KETCHIKAN,3.93769141737721e-06,0.0238406260392122
630,DOD,USN,NB Kitsap-Bangor, , ,NATIONAL SECURITY,WA,"PRI: Aaron Rossiter, Command ATO, (360)340-4023 or (360)476-6864, aaron.m.rossiter1@navy.mil; SEC: CDO: (360)340-5335",20170626-DOD-NB Kitsap-Bangor,Surface,400' AGL,BANGOR,0.00346513932117887,0.284468492631784
631,DOD,USN,NAVMAG Indian Island, , ,NATIONAL SECURITY,WA,"PRI: Security Director, (360) 396-5293; secondary POC:  Command Duty Officer, (360) 340-1984",20170626-DOD-NAVMAG Indian Island,Surface,400' AGL,JEFFERSON,0.00128816579672275,0.245413810615068
632,DOD,USN,NB Kitsap-Bremerton/Puget Sound Naval Shipyard 1, , ,NATIONAL SECURITY,WA,"PRI: Aaron Rossiter, Command ATO, (360)340-4023 or (360)476-6864, aaron.m.rossiter1@navy.mil; SEC: CDO: (360)340-5335",20170626-DOD-NB Kitsap-Bremerton/Puget Sound Naval Shipyard 1,Surface,400' AGL,BREMERTON,1.05753497336991e-06,0.00418339645919734
633,DOD,USN,NB Kitsap-Bremerton/Puget Sound Naval Shipyard 2, , ,NATIONAL SECURITY,WA,"PRI: Aaron Rossiter, Command ATO, (360)340-4023 or (360)476-6864, aaron.m.rossiter1@navy.mil; SEC: CDO: (360)340-5335",20170626-DOD-NB Kitsap-Bremerton/Puget Sound Naval Shipyard 2,Surface,400' AGL,BREMERTON,0.000353028465269745,0.116738769791401
634,DOD,USN,NB Kitsap-Bremerton/Puget Sound Naval Shipyard 3, , ,NATIONAL SECURITY,WA,"PRI: Aaron Rossiter, Command ATO, (360)340-4023 or (360)476-6864, aaron.m.rossiter1@navy.mil; SEC: CDO: (360)340-5335",20170626-DOD-NB Kitsap-Bremerton/Puget Sound Naval Shipyard 3,Surface,400' AGL,BREMERTON,2.05877313419478e-07,0.00202294171999165
635,DOD,USN,NS Everett, , ,NATIONAL SECURITY,WA,"PRI: CWO3 James Hansen, Security Officer, (425)754-0929, james.hansen2@navy.mil SEC: CDO, 425-754-2147",20170626-DOD-NS Everett,Surface,400' AGL,SNOHOMISH,0.000102738068562758,0.0645603340672372
636,DOD,USN,NAVSUPPU Saratoga Springs, , ,NATIONAL SECURITY,NY,Command Duty Oficer (518) 429-6437,20170626-DOD-NAVSUPPU Saratoga Springs,Surface,400' AGL,SARATOGA,1.71174738170521e-05,0.0186076940983393
637,DOD,USN,NAS Whidbey Island 1, ,D,NATIONAL SECURITY,WA,"PRI: Air Traffic Control Facility Officer, Mon-Fri 0730-1600; (360)-257-1310/2132. SEC: ATC Facility Watch Supervisor 24 hours a day: (360)-257-2887",20170626-DOD-NAS Whidbey Island 1,Surface,400' AGL,ISLAND,0.00134702340392323,0.310653681938287
638,DOD,USN,NAS Whidbey Island 2, ,D,NATIONAL SECURITY,WA,"PRI: Air Traffic Control Facility Officer, Mon-Fri 0730-1600; (360)-257-1310/2132. SEC: ATC Facility Watch Supervisor 24 hours a day: (360)-257-2887",20170626-DOD-NAS Whidbey Island 2,Surface,400' AGL,ISLAND,0.00204598429900216,0.313901754339971
639,DOD,AFGSC,Minot,Minot A-1,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-1,Surface,400' AGL,MCHENRY,7.42899828765076e-07,0.0034480002852888
640,DOD,AFGSC,Minot,Minot A-2,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-2,Surface,400' AGL,MCHENRY,7.42899828765076e-07,0.0034480002852888
641,DOD,AFGSC,Minot,Minot A-3,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-3,Surface,400' AGL,MCHENRY,7.43750206311233e-07,0.00345000028551112
642,DOD,AFGSC,Minot,Minot A-4,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-4,Surface,400' AGL,MCHENRY,7.43750206311233e-07,0.00345000028551112
643,DOD,AFGSC,Minot,Minot A-5,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-5,Surface,400' AGL,MCHENRY,7.43750206311233e-07,0.00345000028539744
644,DOD,AFGSC,Minot,Minot A-6,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-6,Surface,400' AGL,SHERIDAN,7.43750206311233e-07,0.00345000028539744
645,DOD,AFGSC,Minot,Minot A-7,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-7,Surface,400' AGL,MCHENRY,7.43751115805935e-07,0.00345000028551112
646,DOD,AFGSC,Minot,Minot A-8,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-8,Surface,400' AGL,MCHENRY,7.43750206311233e-07,0.00345000028551112
647,DOD,AFGSC,Minot,Minot A-9,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-9,Surface,400' AGL,MCHENRY,7.43750206311233e-07,0.00345000028551112
648,DOD,AFGSC,Minot,Minot A-10,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-10,Surface,400' AGL,MCHENRY,7.43749296816532e-07,0.00345000028551112
649,DOD,AFGSC,Minot,Minot A-11,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot A-11,Surface,400' AGL,MCHENRY,7.43749296816532e-07,0.00344999828541859
650,DOD,AFGSC,Minot,Minot B-1,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-1,Surface,400' AGL,MCHENRY,7.44600583857391e-07,0.00345200028561976
651,DOD,AFGSC,Minot,Minot B-2,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-2,Surface,400' AGL,MCHENRY,7.44599674362689e-07,0.00345200028561976
652,DOD,AFGSC,Minot,Minot B-3,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-3,Surface,400' AGL,MCHENRY,7.44599674362689e-07,0.00345200028561976
653,DOD,AFGSC,Minot,Minot B-4,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-4,Surface,400' AGL,MCHENRY,5.51151788386051e-06,0.00954399878969525
654,DOD,AFGSC,Minot,Minot B-5,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-5,Surface,400' AGL,MCHENRY,7.44600583857391e-07,0.00345200028561976
655,DOD,AFGSC,Minot,Minot B-6,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-6,Surface,400' AGL,MCHENRY,7.44599674362689e-07,0.00345200028561976
656,DOD,AFGSC,Minot,Minot B-7,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-7,Surface,400' AGL,MCLEAN,7.44599674362689e-07,0.00345200028561976
657,DOD,AFGSC,Minot,Minot B-8,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-8,Surface,400' AGL,WARD,7.45450961403549e-07,0.00345400028584208
658,DOD,AFGSC,Minot,Minot B-9,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-9,Surface,400' AGL,WARD,5.51543780602515e-06,0.00954799879002621
659,DOD,AFGSC,Minot,Minot B-10,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-10,Surface,400' AGL,WARD,7.45450051908847e-07,0.0034540002857284
660,DOD,AFGSC,Minot,Minot B-11,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot B-11,Surface,400' AGL,MCHENRY,7.45450051908847e-07,0.0034540002857284
661,DOD,AFGSC,Minot,Minot C-1,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot C-1,Surface,400' AGL,MCLEAN,7.45449142414145e-07,0.00345399828574955
662,DOD,AFGSC,Minot,Minot C-2,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot C-2,Surface,400' AGL,MCLEAN,7.45450961403549e-07,0.0034540002857284
663,DOD,AFGSC,Minot,Minot C-3,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot C-3,Surface,400' AGL,MCLEAN,7.45450051908847e-07,0.0034540002857284
664,DOD,AFGSC,Minot,Minot C-4,G,NATIONAL SECURITY,ND,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",20170810-DOD-Minot-Minot C-4,Surface,400' AGL,MCLEAN,7.45450051908847e-07,0.0034540002857284
