objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
2242,06,071,011002,1,060710110021,Block Group 1,5,5,1.52,"ALPHA; U; F; PCATE; NO3N","ALPHA; U; F; TCPR123; NO3N",12,6,24,42,32.81,17,35.71,79,84,273.28,72,57.14,7eda184e-e0b7-4a33-8b81-b31e9814b7dd,104402816.371094,47630.9994586364
2243,06,071,010700,3,060710107003,Block Group 3,1,2,1.03,ALPHA,"PB; ALPHA",2,0,3,3,1.7,2,66.67,52,59,140.18,49,100,80a0d0c3-5666-4be8-9107-3043f2163d4f,2492287.890625,7372.09353042014
2244,06,071,011300,2,060710113002,Block Group 2,4,4,1.57,"AS; F; CR6; CTCL","F; AS; CTCL; NO3N",15,1,27,54,26.78,172,28.7,95,83,176.73,58,50,307353b3-e781-42f3-906e-d8594164a523,129508230.632813,61999.264546614
2245,06,071,000103,1,060710001031,Block Group 1,6,6,1.68,"PCE; NO3N; TCE; PCATE; CR6; DCE11","PCE; NO3N; CR6; TCE; PCATE; DCE11",3,1,4,6,0.2,1,58.33,42,46,534.77,90,66.67,97639d5e-a0c2-4748-bd32-ee775070200c,2029137.2265625,7302.50499432418
2246,06,001,402900,1,060014029001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.01,0,0,23,39,0,0,0,1422d2af-10db-4935-a43d-756021f6a65e,628716.09765625,3742.09477306433
2247,06,001,405800,4,060014058004,Block Group 4,0,0,0,NA,NA,0,0,0,1,0.69,1,0,45,52,0,0,0,5c797fd1-f554-40e3-a0f4-e923a967f79b,154790.4453125,1920.6290808223
2248,06,001,409600,5,060014096005,Block Group 5,0,0,0, , ,0,0,2,2,0,0,0,1,1,0,0,100,4159108d-3758-47e7-a5d7-2d2605060d6d,298406.51171875,2317.75582785003
2249,06,075,025800,1,060750258001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,393ee227-a7d6-4f9b-91fe-f281f2df80d7,164105.96484375,1760.23799323524
2250,06,001,422700,3,060014227003,Block Group 3,0,0,0,NA,NA,0,0,0,1,27.87,0,0,23,83,0,0,0,84153041-3d79-42e4-8b4a-c87ed841231a,161768.359375,1864.35222083492
2251,06,001,432600,3,060014326003,Block Group 3,0,0,0, , ,0,0,2,4,1.71,9,0,71,59,0,0,50,b691e23b-e265-43fb-9a1d-aee741277196,326448.79296875,2498.00010100334
2252,06,001,408100,2,060014081002,Block Group 2,0,0,0, , ,0,0,4,7,0,2,0,48,1,0,0,57.14,6defffda-7aed-4abd-be31-483e2ac31ed5,4914113.97265625,14063.3388235317
2253,06,075,025500,2,060750255002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,35,36,0,0,0,388716fc-a5c0-4446-b7a8-ce867b7b9fec,234131.8515625,2198.68732910995
2254,06,075,025500,6,060750255006,Block Group 6,0,0,0,NA,NA,0,0,0,3,0,0,0,35,36,0,0,0,509fcc6a-8f79-4668-b401-d2d72da6b81b,705669.58203125,4623.38132674334
2255,06,075,025600,1,060750256001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.43,0,0,35,50,0,0,0,ceb3cb96-44e7-4709-84da-d3d319bd9555,278763.34765625,3132.18102467102
2256,06,075,025600,4,060750256004,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,1a23f78b-7e3b-48fa-9ab0-aab2c5999ccc,236704.80859375,3024.65326807784
2257,06,075,025800,2,060750258002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,b649aa86-11bd-4984-9e8f-92f4ae748b78,222874.62109375,2800.5857972249
2258,06,075,025900,2,060750259002,Block Group 2,0,0,0,NA,NA,0,0,0,4,0,0,0,35,36,0,0,0,55c183ce-42d7-4a39-96bd-9b20c71e6235,431009.1640625,2684.29616197155
2259,06,075,026001,2,060750260012,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,d0853f0d-c631-4146-b9d7-6dc1c8738d3c,315843.46875,2259.69197167535
2260,06,075,026002,1,060750260021,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,35,36,0,0,0,aeb04fe8-3e06-4b77-ba34-eec4f1856d6e,253768.59765625,2310.22092027435
2261,06,075,026403,2,060750264032,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,fa40c323-1354-4a3e-bd45-a98c06833880,274127.69921875,2200.89505235478
2262,06,075,026004,1,060750260041,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,35,36,0,0,0,eafaadd8-7a0e-4eff-811f-c3958a6fad5b,286225.05078125,2202.624222711
2263,06,075,026004,2,060750260042,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,35,36,0,0,0,225e4702-23e8-4ca8-9d8e-4f2f8dfd90d1,252022.0390625,2317.12355967593
2264,06,075,026100,1,060750261001,Block Group 1,0,0,0,NA,NA,0,0,0,3,0,0,0,35,36,0,0,0,11742919-2ffc-4fa4-a2b1-764488c74f0b,251309.375,2530.45258339594
2265,06,001,435900,4,060014359004,Block Group 4,1,0,1.1,AS, ,1,0,1,1,0,1,100,37,37,111.05,39,100,c6dd7648-4e7c-48f9-b85f-6fd16d53d5f8,382943.50390625,2956.96974771415
2266,06,001,435800,2,060014358002,Block Group 2,1,0,1.1,AS, ,1,0,2,2,0.52,6,50,65,50,55.53,23,100,1bd0d1f3-3ba1-4882-9bef-8dbc0e7ac40e,451311.078125,2962.83485619769
2267,06,001,435800,4,060014358004,Block Group 4,1,0,1.1,AS, ,1,0,4,4,0,10,25,72,1,27.76,15,100,356ea9af-d3bf-4daa-8cb3-7e52d465a294,487369.296875,3043.38579361209
2268,06,001,435900,1,060014359001,Block Group 1,1,1,1.1,AS,AS,1,1,3,3,0.6,2,50,48,51,80.53,31,100,da51378f-9fc0-45ef-be99-2c350df27223,1065237.9296875,5493.1854983089
2269,06,001,435900,2,060014359002,Block Group 2,1,0,1.1,AS, ,1,0,1,1,0.37,1,100,37,49,111.05,39,100,89951835-411a-44c4-976d-726f7a4a0c05,529499.51171875,3754.28765800324
2270,06,001,435900,3,060014359003,Block Group 3,1,1,1.1,AS,AS,1,3,4,4,2.52,3,62.5,54,62,100.66,36,100,76564e8e-6919-48c7-ad39-9a4a35f50847,1917933.1015625,7737.97901343118
2271,06,075,030101,4,060750301014,Block Group 4,1,1,1.27,NO3N,PCE,2,0,2,2,0.07,0,100,20,43,162.7,55,100,e87f2ad8-e4b5-4dfd-be12-6d5faa17de8c,145729.72265625,2245.50622293577
2272,06,001,436000,1,060014360001,Block Group 1,1,0,1.1,AS, ,1,0,2,2,1.8,6,50,66,59,55.53,23,100,93b4825b-9851-4f7d-b79b-08cfeaf12c9e,551204.4921875,4222.63111516603
2273,06,001,436000,2,060014360002,Block Group 2,1,1,1.1,AS,AS,1,1,3,3,14.33,8,50,70,79,80.53,31,100,e3f3492d-a76d-45af-8e30-128ec9180f76,950538.55078125,5719.00005597593
2274,06,075,026404,1,060750264041,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,35,36,0,0,0,c932b25a-c56b-4004-a2a1-32a225e117fc,160755.81640625,2458.4122678239
2275,06,075,030101,2,060750301012,Block Group 2,1,1,1.27,NO3N,PCE,1,0,1,1,0.12,0,100,20,44,162.7,55,100,f248f0e7-37ed-457b-a0d2-2c76f95b1f59,159019.53125,1604.73632634848
2276,06,075,030101,3,060750301013,Block Group 3,1,1,1.27,NO3N,PCE,2,0,2,2,0.05,0,100,20,42,162.7,55,100,6068726f-8f5a-4f1c-96e3-e798d3b2dc6e,96193.6640625,1257.34989833399
2277,06,075,030102,1,060750301021,Block Group 1,1,1,1.27,NO3N,PCE,2,0,2,2,0.42,0,100,20,49,162.7,55,100,5239ba97-dea0-44ae-8689-a8edaeec889f,1193942.40625,4863.05402958625
2278,06,075,026403,1,060750264031,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,7a8f33a9-9ac4-4ef1-8ed7-ba584ef5eb46,333095.0390625,2426.72672730609
2279,06,075,030102,2,060750301022,Block Group 2,1,1,1.27,NO3N,PCE,2,0,2,4,0,0,50,20,21,81.35,32,50,6126c1d6-428a-44d6-9704-f402607a09ab,593808.90625,4441.92901630311
2280,06,075,030202,2,060750302022,Block Group 2,1,1,1.27,NO3N,PCE,1,0,1,1,0.09,0,100,20,43,162.7,55,100,c8179009-678e-4288-8681-210199b17e9f,185638.4296875,1953.89024022303
2281,06,075,030102,3,060750301023,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,1,0,0,100,20,21,162.7,55,100,5655adba-6062-42a9-90ae-eccad19570e2,255669.29296875,2210.69737281856
2282,06,075,030201,1,060750302011,Block Group 1,1,1,1.27,NO3N,PCE,1,0,1,1,0.05,0,100,20,42,162.7,55,100,339eef26-f90b-4977-a241-dc0fb749dc0e,198051.46875,1999.26166800734
2283,06,075,030201,3,060750302013,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,1,0,0,100,20,37,162.7,55,100,90baf469-62a6-48fc-8f40-bc54df7ca4b5,194029.91015625,1976.59698061591
2284,06,075,030202,3,060750302023,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,1,0.09,0,100,20,43,162.7,55,100,befe40fd-3dd3-4049-9bad-1bfd613833e4,190571.1015625,1965.57574970731
2285,06,075,030301,1,060750303011,Block Group 1,1,1,1.27,NO3N,PCE,1,0,1,1,0,0,100,20,39,162.7,55,100,a1ca2ff9-8ca6-4ba8-87b4-ff1db5225bc8,271994.1484375,2957.17583611379
2286,06,075,030301,3,060750303013,Block Group 3,1,1,1.27,NO3N,PCE,1,0,1,2,0,0,50,20,21,81.35,32,50,e3751f4a-82f6-40da-8218-7dd55e56f211,301465.1015625,2249.65741149005
2287,06,075,030301,4,060750303014,Block Group 4,1,1,1.27,NO3N,PCE,1,0,1,2,0,0,50,20,37,81.35,32,50,3fc5dea6-a5e9-4ffe-8f9a-50ed7fe743c6,320138.0234375,2835.19798098043
2288,06,013,355306,4,060133553064,Block Group 4,0,0,0, , ,0,0,2,3,3.11,4,0,59,64,0,0,66.67,af7dd716-7156-480d-8334-48a9e61b549e,890442.015625,5481.20120044872
2289,06,075,030302,1,060750303021,Block Group 1,1,1,1.27,NO3N,PCE,1,0,1,2,0,0,50,20,37,81.35,32,50,df49371f-4c5b-47e1-9298-0117486f7ef6,301232.2890625,2185.48619904155
2290,06,001,441302,1,060014413021,Block Group 1,0,0,0, , ,0,0,3,3,0,4,0,59,1,0,0,100,a2edb2a0-e5ae-4447-9cab-e4f4095d6374,1073164.20703125,4958.74336183829
2291,06,001,441302,2,060014413022,Block Group 2,0,0,0, , ,0,0,2,2,0,2,0,48,1,0,0,100,ce984965-7968-407f-8908-700c9b2d99cc,693075.0390625,6287.10573454159
2292,06,001,441302,3,060014413023,Block Group 3,0,0,0, , ,0,0,2,2,0,2,0,48,1,0,0,100,314eab29-c2c4-40ef-bef5-2e3e07fc191c,474235.921875,3397.81183454177
2293,06,001,444200,2,060014442002,Block Group 2,0,0,0, , ,0,0,1,3,77.47,0,0,1,89,0,0,33.33,1d9b6fcb-71e9-407f-848b-9a9f8a74f273,1074138.9609375,4530.10044960671
2294,06,001,444200,3,060014442003,Block Group 3,0,0,0, , ,0,0,1,3,0,0,0,1,1,0,0,33.33,544443d7-a95d-431d-81de-7267eb4711a9,1254732.671875,4824.28020191044
2295,06,001,436100,1,060014361001,Block Group 1,0,0,0, , ,0,0,2,2,4.76,7,0,68,69,0,0,100,bfe202d9-fd06-422f-af62-c77c32027114,582598.640625,3795.83044057994
2296,06,001,441503,1,060014415031,Block Group 1,0,0,0, , ,0,0,14,62,90.85,24,0,82,90,0,0,22.58,0862397e-2d2f-44f1-9fe1-06ff52e5ea8c,142962057.230469,106498.481697496
2297,06,019,000902,3,060190009023,Block Group 3,1,0,1.2,NO3N, ,1,0,2,2,79.34,24,50,82,90,56,23,100,61c8d8bf-0bfc-422a-9dfd-83a716cf20a7,1904843.36328125,6043.94255671898
2298,06,019,000902,2,060190009022,Block Group 2,1,0,1.2,NO3N, ,1,0,2,2,3.84,9,50,71,66,56,23,100,ac952a38-538f-468b-8872-6b045d588e95,455604.28515625,4457.19837741741
2299,06,019,003808,1,060190038081,Block Group 1,2,2,1.07,"NO3N; ALPHA","NO3N; U",4,0,4,4,597.4,206,100,95,97,310.69,74,100,3e058d74-78e3-425f-bc8c-766134fc3b3f,5117954.3203125,9108.55137252688
2300,06,019,003900,1,060190039001,Block Group 1,2,0,1.53,"U; DBCP", ,10,0,19,25,754.15,158,40,94,98,86.12,34,76,7f78d728-eec9-4fb5-81ea-c860e951329d,44413159.7617188,29233.8422030683
2301,06,013,306003,1,060133060031,Block Group 1,0,0,0,NA,NA,0,0,0,2,1.3,10,0,74,57,0,0,0,12af8f9b-c4ac-476b-b074-ef92fe0cb4ca,896651.6015625,4099.12812923979
2302,06,013,366002,2,060133660022,Block Group 2,2,1,21.24,"BZ; AS",DCBZ14,1,0,1,3,0,0,33.33,1,2,154.14,51,33.33,4905ffa3-ab89-424b-98f3-d704e345cd5f,531563.1796875,3482.67617408872
2303,06,013,366002,3,060133660023,Block Group 3,2,1,21.24,"BZ; AS",DCBZ14,2,0,2,4,0,1,50,37,2,231.2,66,50,0d632a03-d697-43f1-879f-98ffa3edc904,824999.66796875,5116.30941096964
2304,06,013,392000,3,060133920003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,24,27,0,0,0,7f23786f-54f5-4757-8927-fe0964781dbd,333527.7421875,3126.79130700586
2305,06,013,311000,3,060133110003,Block Group 3,0,0,0, , ,0,0,2,2,0.13,1,0,37,45,0,0,100,8a89e659-a425-45d9-a67e-88bb91be896f,732007.07421875,3477.58148778543
2306,06,013,347000,2,060133470002,Block Group 2,0,0,0,NA,NA,0,0,0,18,17.69,28,0,83,80,0,0,0,657a8a41-338c-4277-bfad-8a4e612e488b,34821607.3554688,43430.9181363637
2307,06,013,348000,1,060133480001,Block Group 1,0,0,0,NA,NA,0,0,0,6,1.46,9,0,72,58,0,0,0,30c97ac3-8b4d-44d6-90c7-8f2405c633b4,2912551.44921875,13227.832652327
2308,06,013,353002,3,060133530023,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,24,26,0,0,0,a95d792e-e805-45c3-92cd-ef22b1aa32c2,2406431.703125,7674.2579256964
2309,06,013,354002,4,060133540024,Block Group 4,0,0,0,NA,NA,0,0,0,6,0,1,0,45,26,0,0,0,eeca282b-fd94-4959-a1b0-6222222166cc,3685278.7734375,10554.6930260008
2310,06,013,360200,3,060133602003,Block Group 3,0,0,0,NA,NA,0,0,0,3,0,3,0,58,26,0,0,0,4dceae4e-4ef6-4554-947b-21b4f21f4741,1463522.41015625,5549.21231426545
2311,06,067,009318,1,060670093181,Block Group 1,0,0,0, , ,0,0,3,3,76.42,43,0,86,89,0,0,100,3c67f420-f204-4376-9b2d-5b073b5febe7,2173999.4375,6273.49022688775
2312,06,067,009312,1,060670093121,Block Group 1,0,0,0, , ,0,0,1,1,19.25,17,0,79,81,0,0,100,6ac57c11-8902-4cc3-b2b5-5c15b440e05c,897095.234375,4493.03697294558
2313,06,067,009317,1,060670093171,Block Group 1,0,0,0, , ,0,0,4,4,111.98,76,0,90,91,0,0,100,21c1a8ea-a1ca-4158-9cc6-0c3cbd20ba3b,2655485.28125,9688.40028048945
2314,06,067,009317,2,060670093172,Block Group 2,0,0,0, , ,0,0,2,2,42.99,22,0,81,86,0,0,100,e34929e7-d499-4768-8a44-b3eec19fbe71,696740.81640625,3459.83706260735
2315,06,067,009320,2,060670093202,Block Group 2,0,0,0, , ,0,0,1,1,23.23,24,0,82,82,0,0,100,7f11dfa9-793a-4987-a79a-fe5350939aa7,1004321.05078125,4547.38119662356
2316,06,067,009319,1,060670093191,Block Group 1,0,0,0, , ,0,0,4,4,64.7,79,0,90,89,0,0,100,e3f0b951-f62e-4538-b659-e1f16ed92f79,2411694.66015625,7558.33763525045
2317,06,067,009319,2,060670093192,Block Group 2,0,0,0, , ,0,0,1,1,13.54,11,0,74,78,0,0,100,23ba9b19-3dd7-40ff-b286-d160c1f4bdf2,494583.6015625,2881.57021741358
2318,06,067,009320,1,060670093201,Block Group 1,0,0,0, , ,0,0,2,2,10.13,34,0,85,76,0,0,100,1f06fa0f-aee1-4415-9492-8e0741a6c868,1192422.59375,5663.55654345153
2319,06,019,005702,4,060190057024,Block Group 4,1,2,1.68,TCPR123,"TCPR123; NO3N",1,1,2,2,20.83,26,75,82,82,162.56,55,100,a5ec1e48-b119-4853-92b0-eeb16e0830a7,1031543.859375,4072.06319160093
2320,06,019,003900,4,060190039004,Block Group 4,5,1,11.22,"TCPR123; DBCP; U; ALPHA; NO3N",NO3N,13,0,24,28,790.53,231,46.43,96,98,307.46,74,85.71,31feeab8-b2c0-43c3-a16e-4c1ca179248e,60764398.1992188,32181.497914442
2321,06,019,003900,5,060190039005,Block Group 5,7,3,4.26,"TCPR123; U; ALPHA; CR6; AS; NO3N; PB","TCPR123; NO3N; ALPHA",17,0,18,31,983.89,161,54.84,94,99,489.47,88,58.06,6b52f8f9-7067-4dba-b673-240ceb581ba6,68881486.8984375,40201.896528674
2322,06,019,008401,3,060190084013,Block Group 3,3,3,1.5,"AS; ALPHA; U","AS; ALPHA; U",5,0,5,7,61.99,18,71.43,79,88,332.14,78,71.43,2cdb3b3a-8bf0-4235-84cd-6e85ed7374cf,7646854.4765625,14586.3754132873
2323,06,019,008401,5,060190084015,Block Group 5,3,3,3.56,"NO3N; AS; ALPHA","AS; ALPHA; U",7,6,21,89,225.52,46,11.24,87,94,54.56,22,23.6,e1f03481-79ef-4929-a3cd-68939cf43271,243418520.609375,86909.1764904267
2324,06,019,004301,3,060190043013,Block Group 3,0,0,0, , ,0,0,5,5,10.85,81,0,90,76,0,0,100,36cb48c6-ac9a-4316-aaa7-15953684204b,2366874.17578125,6702.9273477146
2325,06,019,004302,1,060190043021,Block Group 1,0,0,0, , ,0,0,2,2,10.06,49,0,87,76,0,0,100,642608ec-bc65-43a5-9d6e-7a561a80d25b,1120856.87109375,4505.07840055443
2326,06,019,004302,2,060190043022,Block Group 2,0,0,0, , ,0,0,4,4,74.22,88,0,91,89,0,0,100,2d1f5ed3-a187-460f-b575-21807b8a911f,2017710.46484375,6029.00602617672
2327,06,019,004302,3,060190043023,Block Group 3,0,0,0, , ,0,0,1,1,5.4,12,0,75,70,0,0,100,273d2b36-41ae-42e0-b92a-624a54d468de,999388.203125,3988.40658216445
2328,06,013,369002,1,060133690021,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.06,1,0,46,43,0,0,0,c5552c5d-07a0-45f6-917f-acc82d3b1373,1373591.15234375,6158.05599962387
2329,06,013,371000,6,060133710006,Block Group 6,0,0,0,NA,NA,0,0,0,4,0,2,0,53,26,0,0,0,76cf46fb-1120-4458-a886-360f33c3e985,323776.828125,2400.57995698247
2330,06,019,004302,4,060190043024,Block Group 4,0,0,0, , ,0,0,4,4,8.11,85,0,91,74,0,0,100,e1f26239-1618-43b3-9f3d-a15078253a40,1021606.8828125,4057.99857632531
2331,06,019,004302,5,060190043025,Block Group 5,0,0,0, , ,0,0,2,2,7.97,22,0,81,74,0,0,100,e6e423c8-a52c-403d-a93a-b06862604002,1011385.72265625,4025.18084242835
2332,06,019,004303,1,060190043031,Block Group 1,0,0,0, , ,0,0,3,3,13.23,46,0,87,78,0,0,100,8c62a2ca-fceb-46c0-a5bf-64c458d9a369,2019956.04296875,6016.85115742
2333,06,019,005100,1,060190051001,Block Group 1,0,0,0, , ,0,0,2,2,1.68,22,0,81,59,0,0,100,98663282-d703-44d3-97b8-cd52f61b9de9,1178810.703125,6063.68074657454
2334,06,019,005100,4,060190051004,Block Group 4,0,0,0, , ,0,0,2,2,0.79,18,0,79,53,0,0,100,9c0163d6-0910-4dc5-a883-a6be3f461c30,287349.40234375,2518.39263607321
2335,06,019,005100,5,060190051005,Block Group 5,0,0,0, , ,0,0,1,1,4.06,10,0,73,67,0,0,100,73c1f0ed-5319-48f7-a906-74cb38cb9dd2,823536.6015625,3957.91964367053
2336,06,019,005203,1,060190052031,Block Group 1,0,0,0, , ,0,0,3,3,14.37,26,0,82,79,0,0,100,27ccef79-dbbf-4cf2-a61a-4d85f187cc16,1013875.8203125,4026.06092547682
2337,06,027,000500,1,060270005001,Block Group 1,2,1,2.56,"AS; F",AS,26,3,147,2743,63.88,67,1,89,89,2.76,1,5.36,3498bb38-cd59-4b16-a726-d6f5d5ed0b35,10653726897.0742,576816.046428308
2338,06,027,000800,3,060270008003,Block Group 3,0,0,0, , ,0,0,23,69,136.57,20,0,80,92,0,0,33.33,c61d7dcc-dc51-40aa-b113-ac748bd4b03a,167016141.945313,83805.7532386589
2339,06,019,005204,2,060190052042,Block Group 2,0,0,0, , ,0,0,1,1,0.98,12,0,75,54,0,0,100,f81a134a-d91b-490b-9018-c9fd6090fdb7,737891.01953125,4007.74829119755
2340,06,019,005204,1,060190052041,Block Group 1,0,0,0, , ,0,0,1,1,4.64,12,0,75,68,0,0,100,92028e10-7388-425e-9bc1-91535646c559,651310.62890625,3656.97440074435
2341,06,019,005703,1,060190057031,Block Group 1,1,2,1.68,TCPR123,"TCPR123; NO3N",1,1,2,2,6.55,26,75,82,72,162.56,55,100,b2230c1a-a83a-4817-95b1-6d9d97c727b7,1010914.8828125,4020.91034337428
2342,06,019,005704,2,060190057042,Block Group 2,2,1,1.54,"CR6; TCPR123",TCPR123,3,0,3,3,18.04,47,100,87,80,265.4,70,100,9c180e69-5628-4f1d-8f53-e98847c3e3c1,1001440.4765625,4004.3343322409
2343,06,019,005703,2,060190057032,Block Group 2,1,1,1.68,TCPR123,TCPR123,1,0,2,2,12.78,25,50,82,78,83.38,33,100,8eb18a71-a19a-40cc-9a88-1bfb7c57a02c,1026990.77734375,4051.04227131969
2344,06,019,005703,3,060190057033,Block Group 3,1,1,1.68,TCPR123,TCPR123,1,0,4,4,20.33,92,25,91,81,41.69,19,100,8c076be2-eae1-4679-828a-9175354791db,1013558.6953125,4027.1332599181
2345,06,019,005704,1,060190057041,Block Group 1,2,1,1.47,"CR6; TCPR123",TCPR123,3,0,4,4,11.96,79,75,90,77,198.51,61,100,8ed9a403-c144-4161-a436-f41997edb945,1150950.86328125,4365.12402862967
2346,06,019,005704,3,060190057043,Block Group 3,2,1,1.61,"CR6; TCPR123",TCPR123,3,0,4,4,18.3,71,75,90,81,199.58,61,100,1b4a54d9-1aa9-44ec-a6fa-3ae0dafb7ecb,999057.5078125,3989.10414729633
2347,06,019,007002,2,060190070022,Block Group 2,2,0,3.2,"TCPR123; CTCL", ,3,0,3,3,131.36,20,100,80,92,231.96,66,100,ee135cb9-1db8-4630-9de1-84d08bd1c9d6,1028222.40234375,4618.14458324412
2348,06,019,005704,4,060190057044,Block Group 4,2,2,1.54,"CR6; TCPR123","TCPR123; DBCP",3,1,4,4,8.78,59,87.5,88,74,275.97,72,100,a15a7c77-0105-46a7-b07b-7e55c7fd8272,1045179.828125,4095.14329450832
2349,06,019,005801,1,060190058011,Block Group 1,1,2,1.68,TCPR123,"TCPR123; DBCP",1,1,3,3,46.8,60,50,88,87,108.38,38,100,70e4edf7-f889-4933-8a6f-9d4779a93859,2055970.11328125,6051.09587488701
2350,06,075,030600,3,060750306003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,70079396-9505-4e54-a22d-dbec4b864441,323150.58984375,2317.33409362905
2351,06,075,030700,1,060750307001,Block Group 1,0,0,0,NA,NA,0,0,0,4,0,0,0,35,36,0,0,0,16ddffc0-f63b-436c-acfb-39b45156c16b,1171148.2578125,6376.41702348205
2352,06,075,030700,2,060750307002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,61b32110-3634-49f6-81da-b196e2012b11,435149.015625,4837.75314960899
2353,06,075,030700,3,060750307003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,1e2fe729-776f-4128-b710-d44892641616,702140.765625,4110.35618322285
2354,06,075,030800,1,060750308001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,35,36,0,0,0,fa7bd355-22d5-4c53-b99f-19f252799678,313932.66796875,2484.92897902432
2355,06,019,006900,1,060190069001,Block Group 1,2,0,8.79,"TCPR123; NO3N", ,6,0,6,6,93.43,54,100,88,90,287.94,73,100,b6215d0a-8540-4b5e-89d6-31073af8a729,4907598.984375,9609.72640703383
2356,06,019,007002,1,060190070021,Block Group 1,1,0,1.72,TCPR123, ,1,0,1,1,29.38,6,100,66,84,117.15,43,100,1fd7bb3f-5fd9-43cb-976a-6c1747f81487,1011231.32421875,4015.00847132971
2357,06,077,001102,2,060770011022,Block Group 2,1,0,3.84,AS, ,2,0,2,2,0,11,100,74,21,138.39,49,100,32c830dd-e584-4c47-b8b1-9dce58be0eec,605605.9453125,3496.68629604371
2358,06,019,007002,3,060190070023,Block Group 3,1,0,1.48,TCPR123, ,2,0,2,2,15.73,13,100,76,79,114.81,42,100,4d53fd6c-44f0-41e6-bb9a-e83fe02e4180,946483.26171875,4468.4279619529
2359,06,019,007003,1,060190070031,Block Group 1,3,3,1.86,"AL; TCPR123; NO3N","TCPR123; AL; ALPHA",7,0,9,9,180.6,95,77.78,91,93,364.5,80,100,d1b6314c-3e71-4644-bf17-1ee37040e104,8709661.48828125,14482.5098326342
2360,06,019,007003,2,060190070032,Block Group 2,1,1,1.72,TCPR123,TCPR123,2,0,2,2,78.02,18,100,79,89,167.23,57,100,472ca03b-45b6-4abb-82df-9a3570027a53,1727053.53515625,5580.34479895969
2361,06,077,000900,5,060770009005,Block Group 5,1,0,3.84,AS, ,2,0,2,4,0,13,50,76,21,69.19,29,50,1fe0e00e-2048-4246-bd13-b102a90128f3,1088438.47265625,6204.44805037026
2362,06,075,030800,2,060750308002,Block Group 2,0,0,0, , ,0,0,1,4,0,0,0,20,21,0,0,25,d01d411f-e1d3-4444-80ec-d4acd0c7782f,335345.2265625,2934.97592278954
2363,06,075,030800,3,060750308003,Block Group 3,0,0,0, , ,0,0,1,2,0,0,0,20,21,0,0,50,efcf4db9-5912-485a-87c9-2e45840b7bea,388133.77734375,2816.56911649032
2364,06,075,030800,4,060750308004,Block Group 4,0,0,0, , ,0,0,1,2,0,0,0,20,21,0,0,50,2a0de8bb-88e4-4f1a-a56c-564b86ac0336,545838.4765625,3579.54415570593
2365,06,075,030900,1,060750309001,Block Group 1,0,0,0, , ,0,0,1,2,0,0,0,20,21,0,0,50,b7b54685-5096-4247-aca2-ad9733e69db8,405518.09765625,2978.65732823544
2366,06,075,030900,2,060750309002,Block Group 2,0,0,0, , ,0,0,1,2,0,0,0,20,21,0,0,50,7ad16bdf-38bf-47b5-92c0-320462024add,460610.53515625,3142.90191075272
2367,06,075,031400,1,060750314001,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,36,36,0,0,0,58c98db5-8f31-429d-99ec-5490d9c58fd4,128382.078125,1472.4024100541
2368,06,075,031400,2,060750314002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0.03,0,0,36,41,0,0,0,98fa4de6-b77d-48f6-832c-3fb186131026,323705.8203125,3541.79253793332
